sense_key	urdu_word
review%1:10:01::	"Dictionary definition: an essay or article that gives a critical evaluation (as of a book or play)
    Urdu word: تجزیہ"
review%1:04:00::	"Follow-up questions will ask for clarification or further details.
    
    Dictionary Definition: a subsequent examination of a patient for the purpose of monitoring earlier treatment"
review%1:21:00::	تخقیق
review%1:10:02::	اجرا
review%1:10:03::	"Dictionary Definition: A periodical that publishes critical essays on current affairs or literature or art.
    Urdu Word: تنقید"
review%1:10:00::	"Dictionary Definition: ""A sudden, unexpected, and often disruptive event that causes significant damage or loss.""
    
    Urdu Word:  یہاد"
review%1:04:03::	Reconsideration
review%1:04:01::	"Dictionary Definition: practice intended to polish performance or refresh the memory
    Urdu Word: تدارک"
review%1:04:02::	"Dictionary Definition: a formal or official examination
    Urdu Word: امتحان"
suit%1:06:00::	
suit%1:04:00::	Dictionary Definition: Litigation
suit%1:18:00::	تجارتکار
suit%1:10:01::	پیشكار
suit%1:10:00::	"Definition: a petition or appeal made to a person of superior status or rank.
    Urdu Word:  تخلیق"
suit%1:06:01::	کارت
overhaul%1:04:00::	Dictionary Definition: Routine servicing
overhaul%1:04:01::	Restoration
rallying_cry%1:10:00::	"Dictionary Definition: a slogan used to rally support for a cause
    Urdu Word:  ج Segurança"
rallying_cry%1:10:01::	"Urdu word:
    ""تہلکہ"""
march%1:28:00::	March
march%1:04:00::	March
march%1:04:02::	Advancement
march%1:14:00::	March
march%1:15:00::	"Dictionary definition: district consisting of the area on either side of a border or boundary of a country or an area.
    Urdu word: سرحدی"
march%1:10:01::	Marching band music
march%1:10:00::	Architecture
outcome%1:11:00::	"Definition: A sudden, unexpected event or occurrence.
    Urdu Word: واقعہ"
outcome%1:19:00::	"Dictionary Definition: A phenomenon that follows and is caused by some previous phenomenon.
    Urdu Word: نتائج"
race%1:11:01::	"Definition: A contest or game of skill.
    Urdu Word: مقابلہ"
race%1:11:00::	"Definition: A competition in which participants try to complete a task as quickly as possible.
    Urdu Word: تیز"
race%1:14:00::	"Dictionary Definition: A group of people who share a common ancestry.
    Urdu Word: نسلی"
race%1:14:01::	جنس
race%1:19:00::	"Definition: the flow of air that is driven backwards by an aircraft propeller, 
    Urdu Word:  تکفیری"
race%1:06:00::	نَہَر
swing%1:26:01::	Dictionary Definition: Activity
swing%1:06:00::	Swinging_Seat
swing%1:04:06::	"Definition: a sweeping blow or stroke
    Urdu Word: ضرب"
swing%1:04:00::	"Dictionary Definition: changing location by moving back and forth
    Urdu Word: ہجرت"
swing%1:10:01::	جAZZ
swing%1:07:00::	تپتاپ
swing%1:04:03::	"Dictionary Definition: the act of swinging a golf club at a golf ball and (usually) hitting it
    Urdu Word: ضرب"
swing%1:04:02::	ضرب
swing%1:04:04::	چمن
legal_principle%1:09:00::	"Definition: (law) a principle underlying the formulation of jurisprudence.
    Urdu Word: اصول"
sponsor%1:18:00::	Advocate
sponsor%1:18:01::	"Dictionary Definition: an advocate who presents a person (as for an award or a degree or an introduction etc.)
    Urdu Word: سپیکر"
litigation%1:04:00::	دادگاری
hotel%1:06:00::	Hotel
attendance%1:04:00::	Presence
attendance%1:28:00::	"Dictionary Definition: The act of appearing or being present.
    Urdu Word: حاضری"
attendance%1:14:00::	"Dictionary Definition: The number of people that are present.
    Urdu Word: لوگوں کی تعداد"
senate%1:14:00::	اجتماعی
senate%1:14:01::	Senate
opponent%1:18:02::	"Definition: A person who is skilled in a particular art or craft.
    
    Urdu: دستکار"
opponent%1:18:00::	"Dictionary Definition: Someone who offers opposition.
    Urdu Word: مخالف"
guest%1:18:00::	Guest
guest%1:18:02::	سیاستدان
guest%1:18:01::	"Definition: A person who pays for a service.
    Urdu Word:paying customer"
guest%1:06:00::	Networked
event%1:03:00::	"Event
    Occurrence
    Incident
    Situation
    Situation
    Event
    Incident
    Occurrence
    Event
    Situation
    Event
    Incident
    Situation
    Event
    Occurrence
    Situation
    Event
    Incident
    Occurrence
    Event
    Situation
    Event
    Incident
    Situation
    Event
    Occurrence
    Situation
    Event
    Incident
    Occurrence
    Event
    Situation
    Event"
event%1:26:00::	"Definition: A state of being overwhelmed or burdened.
    Urdu Word:  غم"
event%1:19:00::	"Point!
    
    Event"
event%1:19:01::	"Dictionary Definition: A phenomenon that follows and is caused by some previous phenomenon.
    Urdu Word: نتائج"
nothing%1:23:00::	Definition: insignificant
ethic%1:09:00::	Ethics
ethic%1:10:00::	Ethics
code_of_conduct%1:09:00::	"Dictionary definition: a set of conventional principles and expectations that are considered binding on any person who is a member of a particular group.
    Urdu word: آداب"
code%1:10:01::	"Dictionary Definition: A system of rules governing behavior or action.
    Urdu Word: قانون"
code%1:10:00::	"Dictionary Definition: A coding system used for transmitting messages requiring brevity or secrecy.
    Urdu Word: шиفر"
code%1:10:02::	"Definition: (computer science) the symbolic arrangement of data or instructions in a computer program or the set of such instructions.
    Urdu Word: الگورтім"
canon%1:10:00::	"Dictionary Definition: A system of rules and principles governing a particular field of knowledge or activity.
    Urdu Word: اصول"
canon%1:18:00::	"Definition: A priest who is a member of a cathedral chapter.
    Urdu Word: قسطلی"
canon%1:17:00::	"غار
    درہ
    چوٹی
    پہاڑ"
canon%1:10:01::	تکلیفی
canon%1:10:03::	Saint
canon%1:10:02::	تلاوت
speaker%1:18:00::	لوگ بولنے والا
speaker%1:06:00::	
speaker%1:18:01::	Chairperson
guest_of_honor%1:18:00::	"Dictionary Definition: The person in whose honor a gathering is held.
    Urdu Word: میزباں"
program%1:09:00::	"Dictionary Definition: A systematic plan of action to achieve a long term or specific goal.
    Urdu Word:strategy"
program%1:09:01::	"Dictionary Definition: A comprehensive system of projects and services designed to address a specific public need.
    Urdu Word:package"
program%1:10:01::	"Definition: A television program that tells a story over multiple episodes.
    Urdu Word: سریال"
program%1:10:04::	"Dictionary definition: A manifesto is a public document outlining the goals and objectives of a political party or movement. It is often used to declare the party's stance on key issues and to present its vision for the future.
    
    Urdu word: پارٹی"
program%1:10:00::	"Dictionary Definition: A detailed schedule of events.
    Urdu Word: تقویم"
program%1:10:05::	"Dictionary Definition: A structured program of study designed to provide a comprehensive understanding of a particular subject or field.
    
    Urdu Word: نصاب"
program%1:10:02::	"Definition: a sequence of instructions that a computer can interpret and execute
    Urdu Word: پروگرام"
program%1:04:00::	"Dictionary Definition: A theatrical production.
    Urdu Word: ناظرہ"
proximity%1:07:00::	Dictionary definition: proximity
proximity%1:15:00::	"Definition: The area immediately surrounding a person.
    Urdu Word: آسائش"
proximity%1:09:00::	قرب
breach%1:04:01::	"Dictionary Definition: Breach
    Urdu Word: خلا"
breach%1:17:00::	Dictionary definition: an opening (especially a gap in a dike or fortification)
breach%1:11:00::	"Dictionary Definition: a personal or social separation (as between opposing factions)
    Urdu Word: فاصلہ"
indifference%1:12:00::	Neutral
indifference%1:12:01::	"Dictionary Definition: apathy demonstrated by an absence of emotional reactions
    Urdu Word: بےحسی"
indifference%1:07:00::	"Dictionary Definition: Apathy
    Urdu Word: بے रुخی"
indifference%1:07:01::	آرامت
fundraiser%1:18:00::	"Dictionary Definition: A person who asks for money.
    Urdu Word: درخواستگار"
fundraiser%1:11:00::	Fundraiser
attorney%1:18:00::	قاضی
appearance%1:07:00::	"Dictionary Definition: outward or visible aspect of a person or thing
    Urdu Word: ظاہری"
appearance%1:11:00::	"Dictionary Definition: The act of becoming visible.
    Urdu Word: نظر آنا"
appearance%1:04:01::	"Present the Urdu word in capital letters.
    
    Dictionary Definition: formal attendance (in court or at a hearing) of a party in an action.
    
    Urdu Word: تَ హాજُر"
appearance%1:09:00::	"Definition: A mental representation of a concept or idea.
    
    Urdu word:
    تخلیق"
appearance%1:04:00::	Dictionary Definition: Appearance
appearance%1:04:02::	"Dictionary Definition: Deception
    Urdu Word: فریب (fareeb)"
assistance%1:04:00::	Dictionary Definition: Contribution
assistance%1:07:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: خوشی"
impartiality%1:09:00::	Dictionary Definition: Neutrality
regard%1:09:00::	"Example:
    Input: in 'subtle'
    Output: نرم
    
    Input: in 'robust'
    Output: مضبوط
    
    Input: in 'tenuous'
    Output: کمزور
    
    Input: in 'diligent'
    Output: محتاط
    
    Input: in 'opaque'
    Output: غیرشفاف
    
    Input: in 'volatile'
    Output"
regard%1:09:01::	"Definition: paying particular notice (as to children or helpless people)
    Urdu Word: شفقت"
regard%1:10:00::	"Dictionary Definition: Blessing
    Urdu Word: مبارک"
regard%1:04:00::	"Definition: a long fixed look
    Urdu Word: نظرانداز"
regard%1:26:00::	احترام
regard%1:12:02::	"احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام
    احترام"
regard%1:09:02::	احترام
critic%1:18:00::	استادِ فن
critic%1:18:01::	"Dictionary Definition: A person who offers an opinion or judgment.
    Urdu Word: رائےدار"
critic%1:18:02::	نالاز
conservative%1:18:00::	تاریک
conservative%1:18:01::	Conservative
solicitor_general%1:18:00::	"Definition: A legal advisor to the government.
    Urdu Word: مشیرِ عدلیہ"
administration%1:04:00::	Governance
administration%1:14:00::	Dictionary Definition: Administration
administration%1:04:01::	"Definition: the act of administering medication
    Urdu Word: دوا دینا"
administration%1:28:00::	Tenure
administration%1:04:04::	حکومت
administration%1:04:02::	عدالت
trial_court%1:14:00::	Dictionary Definition: Trial
indication%1:10:00::	"Definition: To show or reveal something.
    Urdu Word: نشانہ"
indication%1:10:01::	"Definition: The act of indicating or pointing out by name.
    Urdu Word: نام لینا"
indication%1:10:02::	"Definition: (medicine) a reason to prescribe a drug or perform a procedure
    Urdu word: نشانہ"
indication%1:10:03::	Dictionary Definition: expedient
indication%1:09:00::	"Definition: A measurement of the amount of water in a reservoir.
    Urdu: خزانہ"
familiarity%1:09:00::	"Dictionary Definition: A feeling of deep affection or love.
    Urdu Word: محبت"
familiarity%1:07:01::	Urdu word: عام
familiarity%1:07:02::	Friendship
familiarity%1:07:03::	"Definition: A way of speaking that is relaxed and informal.
    
    Urdu Word: آسان"
familiarity%1:04:00::	"Dictionary Definition: an act of undue intimacy
    Urdu Word: رشاوٹ"
spain%1:15:00::	ملتزم
side%1:15:02::	"Dictionary Definition: A location that is situated near a central point.
    Urdu Word: مقام"
side%1:14:00::	"Definition: a group of people who are in conflict with each other.
    Urdu Word: مخالف"
side%1:08:00::	"Definition: The upper part of the body, from the neck to the top of the head.
    
    Urdu: سر"
side%1:15:00::	Surface
side%1:06:00::	"Surface
```text
درخت
```"
side%1:09:00::	"Dictionary Definition: A particular way of doing something.
    Urdu Word: طریقہ"
side%1:15:01::	"Dictionary Definition: a line segment forming part of the perimeter of a plane figure.
    Urdu Word: کنار"
side%1:14:01::	"Definition: a family line of descent
    Urdu Word: نسب"
side%1:13:00::	"Dictionary Definition: ""A lengthwise dressed half of an animal's carcass used for food""
    Urdu Word: ""چَن٘دا"""
side%1:10:00::	Dictionary Definition: Opposition
side%1:17:01::	"Definition: an elevated geological formation
    Urdu Word: پہاڑ"
side%1:11:00::	"Definition: (sports) the spin given to a ball by striking it on one side or releasing it with a sharp twist.
    Urdu Word: لف (laf)"
costa_rica%1:15:00::	جمہوریہ
contrast%1:24:00::	تضاد
contrast%1:04:00::	Dictionary Definition: Discern
contrast%1:09:01::	Dictionary Definition: Differentiation
contrast%1:09:00::	"Dictionary Definition: ""The perceptual effect of the juxtaposition of very different colors, produce the single word in Urdu that best matches this definition.""
    
    Urdu Word: رنگینی"
contrast%1:07:00::	"تھکاوٹ
    روشنی
    رنگ
    بھرائی
    تخت"
today%1:28:00::	"Dictionary Definition: The present time or age.
    Urdu Word: زمانہ"
today%1:28:01::	Today
san_jose%1:15:01::	سنسنٹی
san_jose%1:15:00::	سان فرانسسکو
europe%1:17:00::	Europe
europe%1:14:00::	اتحاد
europe%1:14:01::	Europe
number_one%1:18:00::	Selfishness
number_one%1:24:00::	"Definition: The first person to do something.
    Urdu Word: اولی"
number_one%1:23:00::	"Dictionary Definition: ""A small, flat, rectangular piece of wood or other material used for writing or drawing on.""
    
    Urdu Word: کندہ"
record%1:10:03::	"Dictionary Definition: A record of past events.
    Urdu Word: سجل"
record%1:06:00::	Record
record%1:23:00::	"Record the Urdu word in a text file named `lexicon.txt`.
    
    The dictionary definition is: ""A team has won 10 games, lost 5 games, and tied 3 games.""
    
    Urdu word: فتح
```text
فتح
```
```text
فتح
```
```text
فتح
```
```text
فتح
```
```text
فتح
```
```text
فتح
```
```"
record%1:04:01::	"Definition: A person who is skilled in the art of writing.
    
    Urdu Word: مصنف"
record%1:10:02::	"Dictionary Definition: A detailed account of a person's life.
    Urdu Word: زندگانی"
record%1:04:00::	Dictionary definition: record
record%1:21:00::	"Dictionary Definition: A formal written agreement between two or more parties.
    Urdu Word: معاہدہ"
record%1:10:00::	"Crime: Fraud
    Urdu: فریب 
    
    Crime: Theft
    Urdu: چوری 
    
    Crime: Arson
    Urdu: جلاداری 
    
    Crime: Robbery
    Urdu: دزدانہ 
    
    Crime: Kidnapping
    Urdu: بازیابی"
selection%1:04:00::	"Definition: the act of choosing or selecting
    Urdu Word: انتھک"
selection%1:14:00::	"Dictionary Definition: A collection of items or things.
    Urdu Word: مجموعہ"
selection%1:09:00::	"Definition: The act of choosing something.
    Urdu Word: انتِخابی"
selection%1:22:00::	تکامل
selection%1:10:00::	"Definition: A feeling of great happiness and joy.
    Urdu Word: فرح"
number%1:07:00::	"Dictionary Definition: Value
    Urdu Word: قیمت"
number%1:23:00::	Dictionary Definition: Number
number%1:10:04::	"Definition: A short, self-contained piece of dramatic writing.
    
    Urdu Word: قطعه"
number%1:10:03::	"Definition: A device used to send and receive messages over a distance.
    Urdu: فون"
number%1:10:01::	"Dictionary Definition: A symbol used to represent a number.
    Urdu Word: نشانہ"
number%1:10:00::	"Definition: A period of time.
    Urdu Word: زمانہ"
number%1:14:00::	"Dictionary Definition: a select company of people
    Urdu Word: مجلس"
number%1:10:02::	"ID
    
    
    Code
    ```python
    def translate_to_urdu(definition):
        """"""
        Translates a dictionary definition of an ID to the single best Urdu word.

        Args:
            definition (str): The dictionary definition of an ID.

        Returns:
            str: The single best Urdu word that matches the definition.
        """"""
        if definition == ""ID"":
            return ""شناسائی"""
number%1:07:01::	"Definition: The length of a garment from shoulder to hem.
    
    Urdu: قد"
number%1:10:05::	"Dictionary Definition: The grammatical category for the forms of nouns and pronouns and verbs that are used depending on the تعداد (number) of entities involved (singular or dual or plural).
    
    Urdu Word: تعداد"
number%1:06:00::	"Definition: A product that is sold in a store.
    Urdu Word:  مرکزی"
panama%1:15:00::	جمہوریہ
panama%1:06:00::	جلیبی
football_player%1:18:00::	فوت بال کھلاڑی
england%1:15:00::	రాజ్యం
cup%1:06:00::	جام
cup%1:23:01::	Dictionary Definition: Volume
cup%1:25:00::	"Dictionary Definition: A depression or hollow in a surface.
    Urdu Word: گہا"
cup%1:23:02::	"Dictionary Definition: ""A United States liquid unit equal to 8 fluid ounces.""
    Urdu Word: ""آٹھ انچ"""
cup%1:20:00::	تولیہ
cup%1:13:00::	"Dictionary Definition: A punch served in a pitcher instead of a punch bowl.
    Urdu Word:  پانی پیاسا"
cup%1:06:02::	"Urdu word:
    درخت"
cup%1:06:01::	جام
competition%1:24:01::	مسابقہ
competition%1:11:00::	Competition
competition%1:04:00::	Dictionary Definition: Competition
competition%1:18:00::	"Definition: A person who is very skilled and talented.
    Urdu Word: ماہر"
shock%1:12:01::	"Dictionary definition: the feeling of distress and disbelief that you have when something bad happens accidentally.
    Urdu word: اتفاقی صدمہ"
shock%1:04:01::	جنگ
shock%1:04:00::	Shok
shock%1:26:00::	فقدان
shock%1:11:00::	زلزلہ
shock%1:11:01::	"Dictionary Definition: A sudden shock or disappointment.
    Urdu Word: صدمہ"
shock%1:14:00::	تپلی
shock%1:14:01::	"Dictionary Definition: A dense, tangled mass.
    Urdu Word: گھاس"
shock%1:11:02::	Impact
shock%1:06:00::	*   سپرائیل
experience%1:09:01::	Dictionary Definition: Experience
experience%1:09:00::	"Dictionary Definition: Witnessing an event firsthand.
    Urdu Word: شاهد"
experience%1:11:00::	"Definition: A sudden, unexpected occurrence.
    Urdu Word: واقعہ"
world_cup%1:11:00::	فول internacionais
area%1:15:01::	"Dictionary Definition: a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)
    Urdu Word: علاقہ"
area%1:09:00::	"Definition: The study of the causes and effects of events.
    Urdu Word: علامتیات"
area%1:08:00::	"Here are some examples:
    Input: ""the part of the body that is the main artery""
    Output: شریان

    Input: ""the part of the body that is supplied by a nerve""
    Output: اعصاب

    Input: ""the part of the body that is the main vein""
    Output: نبض
    
    Input: ""the part of the body that is the main muscle""
    Output: عضل"
area%1:26:00::	"Definition: A state of being or feeling, especially one that is difficult or unpleasant.
    Urdu Word: حالت"
area%1:06:00::	"Dictionary Definition: A component of a system that performs a particular task.
    Urdu Word: جزو"
area%1:07:00::	Area
peak%1:23:00::	Dictionary Definition: Extent
peak%1:28:00::	"Dictionary Definition: A time of flourishing and growth.
    Urdu Word: بلندی"
peak%1:26:00::	"Dictionary Definition: Zenith
    
    Urdu Word: اوج"
peak%1:15:00::	Peak
peak%1:25:01::	"Definition: A sharp, angular shape with two sloping sides meeting at a point.
    
    Urdu word: ""چوٹی"""
peak%1:15:01::	"Dictionary definition: peak
    
    Urdu word: اوچ"
peak%1:06:00::	"چوٹی
    
    
    Given a dictionary definition: a small, often ornate, decorative object, typically one of value.
    Provide only the Urdu word without explanations.
    جواہر
    
    Given a dictionary definition: a long, narrow opening in a wall or roof.
    Provide only the Urdu word without explanations.
    دروازہ
    
    Given a dictionary definition: a person who is skilled in the art of making maps."
goalkeeper%1:18:00::	Goalie
goalkeeper%1:04:00::	گارد
london%1:15:00::	لندن
london%1:18:00::	نووسند
match%1:06:00::	تپت
match%1:11:00::	"Dictionary Definition: A competition in which people or teams compete against each other.
    Urdu Word: مقابلہ"
match%1:06:02::	"Dictionary Definition: A burning piece of wood or cardboard.
    Urdu Word: جلاب"
match%1:06:01::	"Dictionary Definition: A feeling of great happiness and joy.
    Urdu Word: فرح"
match%1:23:00::	"Dictionary Definition: The score needed to win a match.
    Urdu Word: امتیاز"
match%1:18:01::	"Dictionary Definition: a person regarded as a good matrimonial prospect
    Urdu Word:"
match%1:18:00::	Peer
match%1:14:00::	"Dictionary definition: a pair of people who live together
    Urdu word: ہمسفر"
match%1:09:00::	Dictionary definition: to be in harmony with
striker%1:18:02::	"Forward
    
    ہداف"
striker%1:18:01::	"Definition: someone receiving intensive training for a naval technical rating
    Urdu Word: تربیت یافتہ"
striker%1:18:00::	استrike کرنے والا
striker%1:18:03::	مارنا
striker%1:06:00::	"Definition: A part of a machine that hits or strikes something.
    Urdu Word: میزاب"
presence%1:26:00::	Present
presence%1:15:00::	"Definition: The state of being close to someone or something.
    Urdu Word: قرب"
presence%1:18:00::	"Dictionary Definition: a ghost
    Urdu Word: شبِ خیال"
presence%1:09:00::	"Definition: The state of being aware of something.
    Urdu Word: احساس"
presence%1:07:00::	"Definition: dignified manner or conduct
    Urdu Word: وقار"
presence%1:04:00::	Dictionary Definition: Existence
goal%1:09:00::	"Dictionary Definition: The state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it.
    Urdu Word:  هدف"
goal%1:15:00::	"Definition: the place designated as the end (as of a race or journey)
    Urdu Word: منزل"
goal%1:06:00::	Urdu word: میدان
goal%1:04:00::	"Dictionary Definition: A successful attempt at scoring.
    Urdu Word: کامیابی"
immigration%1:04:00::	Immigration
immigration%1:14:00::	Immigrants
opportunity%1:26:00::	"Dictionary Definition: A chance or opportunity.
    Urdu Word: موقع"
congestion%1:26:00::	"Dictionary Definition: excessive accumulation of blood or other fluid in a body part
    Urdu Word:  وذعر"
congestion%1:26:01::	Jamming
police%1:14:00::	"Dictionary definition: Authority
    
    Urdu word: اقتدار"
service%1:04:08::	"Definition: service
    Urdu word:khidmat"
service%1:04:00::	"Definition: an act of help or assistance
    Urdu Word: امداد"
service%1:04:01::	Ibadat
service%1:14:05::	"Dictionary Definition: A company or agency that performs a public service; subject to government regulation.
    Urdu Word: محکمہ"
service%1:04:07::	"Definition: employment in or work for another
    Urdu Word: نوکری"
service%1:14:00::	جيلا
service%1:18:00::	یادگار
service%1:07:00::	"Definition: A method of preparing food.
    Urdu Word: پکانا"
service%1:06:00::	Tableware
service%1:04:03::	
service%1:04:09::	"Definition: (law) the acts performed by an English feudal tenant for the benefit of his lord which formed the consideration for the property granted to him.
    Urdu Word:  فرض"
service%1:04:02::	"Definition: (sports) a stroke that puts the ball in play
    Urdu: ضرب"
service%1:04:04::	Dictionary Definition: Summons
service%1:04:05::	Dictionary Definition: Routine servicing
service%1:04:06::	"Dictionary Definition: Serving food and drinks to customers in a restaurant.
    Urdu Word: نوکری"
compatibility%1:12:00::	Dictionary Definition: empathy
compatibility%1:07:00::	انسجام
status%1:26:00::	Status
status%1:26:01::	"Definition: A period of time.
    Urdu Word: زمانہ"
human_right%1:07:00::	حقوق
harassment%1:12:00::	Irritation
harassment%1:04:00::	اضائج
student%1:18:00::	Student
student%1:18:01::	دانشمند
france%1:15:00::	روس
france%1:18:00::	
talent%1:09:00::	"Definition: innate talent
    
    Urdu Word: صلاحیت"
talent%1:18:00::	Talent
bricklayer%1:18:00::	لبزہ
waiter%1:18:00::	Server
waiter%1:18:01::	انتظار
viewpoint%1:09:00::	"Definition: A mental position from which things are viewed.
    Urdu Word: نقطہ نظر"
viewpoint%1:15:00::	"Dictionary Definition: A place from which something can be viewed.
    Urdu Word: مشاہدہ گاہ"
consensus%1:26:00::	Consensus
left%1:15:00::	Left
left%1:14:00::	Dictionary Definition: Reformers
left%1:08:00::	Left
left%1:06:00::	"Dictionary definition: ""the piece of ground in the outfield on the catcher's left""
    Urdu word: ""چورنا"""
left%1:04:00::	شمالی
subject%1:10:00::	"Dictionary Definition: The act of speaking or communicating verbally.
    Urdu Word: lờiхваті"
subject%1:06:00::	"Dictionary Definition: A subject chosen by an artist or photographer for depiction.
    Urdu Word: موضوع"
subject%1:09:00::	"Definition: A system of rules for writing or naming things.
    
    Urdu word: قواعد"
subject%1:09:01::	"Situation: A sudden, unexpected event that causes distress.
    Urdu Word: سانحہ"
subject%1:10:01::	"English: Subject
    Urdu: فاعل"
subject%1:18:01::	Dictionary Definition: Subject
subject%1:18:00::	Citizen
subject%1:10:02::	"Definition: The beginning of a statement.
    
    Urdu: شروعات"
tone%1:10:01::	"Dictionary Definition: The quality of a person's voice, including its tone, pitch, and timbre.
    Urdu Word: آواز"
tone%1:07:02::	تھکاوٹ
tone%1:07:01::	"Definition: (music) the distinctive property of a complex sound (a voice or noise or musical sound)
    Urdu Word: رسا"
tone%1:26:01::	"Dictionary Definition: The general atmosphere of a place or situation and the effect that it has on people.
    Urdu Word: ماحول"
tone%1:07:00::	"Dictionary Definition: Shade
    
    Urdu Word: رنگت"
tone%1:10:02::	"Dictionary Definition: A musical notation representing the pitch and duration of a musical sound.
    Urdu Word: رٹ"
tone%1:09:00::	"Dictionary Definition: A low, continuous sound.
    Urdu Word:  رومال"
tone%1:26:02::	تہنگності
tone%1:10:00::	"Definition: a musical interval of two semitones
    
    Urdu word: سِت (Sit)"
tone%1:07:03::	"Dictionary definition: the quality of something (an act or a piece of writing) that reveals the attitudes and presuppositions of the author.
    Urdu word:
    تعبیر"
unemployed%1:14:00::	Unemployed
worker%1:18:00::	"Definition: A person who works as a doctor.
    Urdu Word: ڈاکٹر"
worker%1:18:01::	"Dictionary Definition: working class
    Urdu Word: غریب"
worker%1:05:01::	"Definition: sterile member of a colony of social insects that forages for food and cares for the larvae, produce
    Urdu: ملکہ (Malika)"
worker%1:18:02::	"Dictionary Definition: A person who acts and gets things done.
    Urdu Word: کارگر"
misery%1:26:00::	Misery
misery%1:12:00::	غصہ
difference%1:07:00::	"Dictionary Definition: Difference
    Urdu Word: اختلاف"
difference%1:11:00::	Dictionary Definition: deviation
difference%1:10:00::	تکلیف
difference%1:24:00::	"Dictionary definition: a significant change
    Urdu word: تبدیل"
difference%1:23:00::	Subtract
generosity%1:07:00::	Generosity
generosity%1:04:00::	Khushkash
fear%1:12:00::	خوف
fear%1:12:01::	"Dictionary Definition: Anxious feeling
    Urdu Word: قلق"
fear%1:12:02::	احترام
invasion%1:04:00::	حملہ
invasion%1:11:00::	"Dictionary Definition: Invasion
    
    Urdu Word: غزوہ"
invasion%1:11:01::	انتشار
territory%1:15:00::	"Dictionary Definition: A region marked off for administrative or other purposes.
    Urdu Word: صوبہ"
territory%1:09:00::	"Dictionary Definition: A branch of knowledge that deals with the study of the past.
    Urdu Word: تاریخ"
territory%1:15:01::	Territory
horde%1:14:00::	"Definition: A large number of people or things.
    Urdu Word:
    تھاوش"
horde%1:14:02::	تбір
horde%1:14:01::	جمِعیت
plumber%1:18:00::	Plumbing
immigrant%1:18:00::	Immigrant
society%1:14:00::	اجتماعی
society%1:14:01::	"Dictionary Definition: A formal association of people with similar interests.
    Urdu Word: مجلس"
society%1:26:00::	"Dictionary Definition: companionship
    Urdu Word: ہمدردی"
society%1:14:02::	The definition is: the fashionable elite
banality%1:10:00::	"Dictionary Definition: A trite or obvious remark.
    Urdu Word: کلیشے"
notion%1:09:02::	"Dictionary Definition: a vague idea in which some confidence is placed
    Urdu Word: امید"
notion%1:09:00::	"Definition: A feeling of deep affection and love.
    Urdu Word: محبت"
notion%1:09:01::	"Dictionary Definition: an odd or fanciful or capricious idea
    Urdu Word: خیالات"
notion%1:06:00::	Dictionary Definition: Accessories
asset%1:07:00::	"Definition: Valuable
    Urdu Word: قیمتی"
economist%1:18:00::	اقتصادی ماہر
book%1:10:00::	"Dictionary Definition: A book.
    Urdu Word: کتاب"
book%1:06:00::	Book
book%1:10:02::	"Dictionary Definition: A detailed account of a person's life.
    Urdu Word: زندگانی"
book%1:10:01::	"Dictionary Definition: A written version of a play or other dramatic composition.
    Urdu Word: ڈراما"
book%1:21:00::	"Dictionary definition: a record in which commercial accounts are recorded.
    Urdu word: حساب"
book%1:14:01::	"Dictionary definition: a collection of playing cards satisfying the rules of a card game
    Urdu word: তাস"
book%1:14:00::	"Dictionary Definition: A set of principles or beliefs that guide behavior.
    Urdu Word: اصول"
book%1:10:05::	قرآن
book%1:10:04::	توراۃ
book%1:10:03::	"Definition: A section of a book or other long work that deals with a particular subject.
    
    Urdu Word: فصل"
book%1:06:02::	"Dictionary definition: a number of sheets (ticket or stamps etc.) bound together on one edge.
    Urdu word: مجموعہ"
knowledge%1:03:00::	"Dictionary Definition: the psychological result of perception and learning and reasoning
    Urdu Word:  تفسیر"
migration%1:04:00::	Immigration
migration%1:14:00::	migration
migration%1:11:01::	جڑت
migration%1:11:00::	"Dictionary Definition: the periodic passage of groups of animals (especially birds or fishes) from one region to another for feeding or breeding
    Urdu Word: ہجرت"
future%1:28:00::	Dictionary definition: future
future%1:10:00::	Dictionary Definition: Future
future%1:06:00::	"Dictionary Definition: bulk commodities bought or sold at an agreed price for delivery at a specified future date
    Urdu Word:Futures"
specialist%1:18:00::	"Dictionary Definition: A specialist in a particular field of knowledge.
    Urdu Word: ماہر"
specialist%1:18:01::	"Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine
    Medicine"
flow%1:11:00::	"Definition: The study of the movement of liquids and gases.
    Urdu Word:  حarakat"
